,Title,Authors,Text,Summary,published_date,Source
47,Kingdom Come: Deliverance 2 - For Whom The Bell Tolls Quest Guide,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Many quests in Kingdom Come: Deliverance 2 offer exciting and compelling stories. However, few compare to one where you need to save your best friend just in the nick of time. And you have to do this one task at a time, as you inch your way closer to your goal, all with limited resources. Here's our guide on how to save Hans Capon as part of the For Whom the Bell Tolls quest in Kingdom Come: Deliverance 2. Likewise, please be reminded that this article contains spoilers.

How to save Hans Capon in Kingdom Come: Deliverance 2 - For Whom the Bell Tolls guide

The Kingdom Come: Deliverance 2 For Whom the Bell Tolls main quest is easily one of the most tense experiences in the entire campaign. This takes place immediately after the events of Wedding Crashers, as Henry and Hans find themselves imprisoned in Trosky Castle.

Here's the kicker: Henry is allowed to do manual labor as punishment for his crimes. Hans, unfortunately, is set to hang in the gallows for poaching animals. To rescue him from certain doom, you need to find Captain Thomas, who can vouch for your identity and mission, but he's resting in the Maiden Tower high above one corner of the fortress.

By far the most important caveat is that Hans is set to get executed once the bells have tolled twelve times. Early on, the first instance is slightly delayed. However, once you hear the first ring of the bells, each succeeding toll happens every five minutes. That means you only have one hour to ask Captain Thomas for help so you could save Hans.

Note 1: Many sections of Trosky Castle are considered restricted areas. However, when you complete tasks or talk to NPCs, these areas open up, allowing you to explore them freely without being accosted by guards.

Note 2: Henry has lost his inventory, too. This means you have to find lockpicks on your own. Worse, you don't have a single Savior Schnapps item. Until you can brew one, you won't be able to make manual saves at all.","Many quests in Kingdom Come: Deliverance 2 offer exciting and compelling stories.
Here's our guide on how to save Hans Capon as part of the For Whom the Bell Tolls quest in Kingdom Come: Deliverance 2.
How to save Hans Capon in Kingdom Come: Deliverance 2 - For Whom the Bell Tolls guideThe Kingdom Come: Deliverance 2 For Whom the Bell Tolls main quest is easily one of the most tense experiences in the entire campaign.
This takes place immediately after the events of Wedding Crashers, as Henry and Hans find themselves imprisoned in Trosky Castle.
That means you only have one hour to ask Captain Thomas for help so you could save Hans.",,https://www.gamespot.com/guides
48,Kingdom Come: Deliverance 2 - Taking French Leave Guide,['Jason Rodriguez'],"If you stole from the cook, then you should be able to open the door at the top of the tower. Alternatively, you can grab the tower key from the pulpit next to a bench in Lady Ofka's room.

Either way, enter the room on the top floor to trigger a cutscene. Well, it looks like Henry and Hans are reunited once more. Also, Hans has a new friend, a chevalier named Vauquelin Brabant.

Your goal now in the Kingdom Come: Deliverance 2 Taking French Leave quest is to ensure that Hans and Vauquelin get to the horses so everyone can make their escape. Think of this section as somewhat akin to companion commands in other RPGs:

""Get to the horses"" - Hans and Vauquelin will run straight for the stables, but they might alert the guards. If this occurs, they'll defend themselves using the weapons that you've given them, but you still need to help them out.

""Back"" - Command Hans and Vauquelin to return to a safer spot.

""Stay"" - Tell Hans and Vauquelin to remain at their current location.

To be frank, we recommend just telling both Hans and Vauquelin to stay behind in the tower. This allows you to focus solely on Henry as he clears the way for his comrades.","Alternatively, you can grab the tower key from the pulpit next to a bench in Lady Ofka's room.
Your goal now in the Kingdom Come: Deliverance 2 Taking French Leave quest is to ensure that Hans and Vauquelin get to the horses so everyone can make their escape.
Think of this section as somewhat akin to companion commands in other RPGs:""Get to the horses"" - Hans and Vauquelin will run straight for the stables, but they might alert the guards.
If this occurs, they'll defend themselves using the weapons that you've given them, but you still need to help them out.
To be frank, we recommend just telling both Hans and Vauquelin to stay behind in the tower.",,https://www.gamespot.com/guides
49,Kingdom Come: Deliverance 2 - Storm Quest Guide,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Revenge is a dish best served cold in Kingdom Come: Deliverance 2. Sometimes, it's also something you could dish out in the middle of a torrential downpour. Here's our guide on how to complete Storm in Kingdom Come: Deliverance 2. Likewise, please be reminded that this article contains major spoilers.

How to complete Storm in Kingdom Come: Deliverance 2 - Quest guide

Storm is a main quest in Kingdom Come: Deliverance 2. Similar to For Whom the Bell Tolls and Demons of Trosky, it also takes place in Von Bergow's fortress: Trosky Castle. The key difference is that this quest serves as the conclusion to the game's first act, and it also includes a pivotal moment involving an old rival.

Note: Henry won't have access to most of his items at the start of this quest. Since you don't have Savior Schnapps, you have to rely on autosaves for a while.","Revenge is a dish best served cold in Kingdom Come: Deliverance 2.
Here's our guide on how to complete Storm in Kingdom Come: Deliverance 2.
How to complete Storm in Kingdom Come: Deliverance 2 - Quest guideStorm is a main quest in Kingdom Come: Deliverance 2.
Similar to For Whom the Bell Tolls and Demons of Trosky, it also takes place in Von Bergow's fortress: Trosky Castle.
Note: Henry won't have access to most of his items at the start of this quest.",,https://www.gamespot.com/guides
50,Call Of Duty: Black Ops 6 Best MP Weapon Loadouts For Season 2,['S.E. Doster'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Season 2 is live in Call of Duty: Black Ops 6, bringing brand-new maps, more game modes, and three new guns to unlock. Here we recommend the best weapon builds to try for your next match of multiplayer.

We also have a guide for recommended Black Ops 6 weapon builds to use in Warzone for Season 2.

Black Ops 6 uses Call of Duty's standard minimap, so this is another year of suppressors being important for staying off the minimap while firing your weapon.

Additionally, Black Ops 6 adds the Wildcard option for more loadout customization. Gunfighter is a Wildcard that lets you add three more attachments to your gun. This can make an already powerful gun feel like a deadly laser beam, so we'll include some overpowered Gunfighter builds as well.","Season 2 is live in Call of Duty: Black Ops 6, bringing brand-new maps, more game modes, and three new guns to unlock.
Here we recommend the best weapon builds to try for your next match of multiplayer.
We also have a guide for recommended Black Ops 6 weapon builds to use in Warzone for Season 2.
Black Ops 6 uses Call of Duty's standard minimap, so this is another year of suppressors being important for staying off the minimap while firing your weapon.
Additionally, Black Ops 6 adds the Wildcard option for more loadout customization.",,https://www.gamespot.com/guides
51,Call Of Duty: Warzone Best Weapon Loadouts For BO6 Season 2,['S.E. Doster'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Season 2 is live in Call of Duty: Warzone, bringing small map changes, more perks, and a host of quality-of-life improvements. Season 2 also adds three new weapons and some impactful weapon balancing, so you'll want to reconsider adjusting your weapon builds. Here we recommend the best weapon loadouts to try across standard battle royale and Resurgence matches of Warzone.

Make sure to also check out our guide for recommended Black Ops 6 multiplayer loadouts for Season 2.

Raven Software continues to make weapon adjustments, with two additional updates making major balancing changes to Warzone's weapon pool. This heavily nerfs the once popular XM4 and Jackal PDW guns. The Buffer Weight Stock attachment is also nerfed and no longer a viable option for your weapon builds.","Season 2 is live in Call of Duty: Warzone, bringing small map changes, more perks, and a host of quality-of-life improvements.
Season 2 also adds three new weapons and some impactful weapon balancing, so you'll want to reconsider adjusting your weapon builds.
Here we recommend the best weapon loadouts to try across standard battle royale and Resurgence matches of Warzone.
Raven Software continues to make weapon adjustments, with two additional updates making major balancing changes to Warzone's weapon pool.
The Buffer Weight Stock attachment is also nerfed and no longer a viable option for your weapon builds.",,https://www.gamespot.com/guides
52,Kingdom Come: Deliverance 2 - Demons Of Trosky Quest Guide,['Jason Rodriguez'],"Yes, there's supposed to be a fifth fireplace in the Maiden Tower. It's actually located in the feasting hall on the second floor (i.e. next to the widower hallway).

Here's the weird part: Both doors that lead to the feasting hall are closed, and there's no way to interact with them--i.e. not even a button prompt to use lockpicks. Funnily enough, you do get to enter the feasting hall during the For Victory quest, but this also causes Demons of Trosky to end prematurely.

Initially, we thought that this was just a bug. However, given what we've witnessed from NPCs and later events that transpired, we started to believe that the NPCs were just trolling us. Still, if you're able to open the door to the feasting hall in your playthrough, then you should be fine.

That does it for our guide on how to (sort of) complete Demons of Trosky in Kingdom Come: Deliverance 2. There's also another mission that takes place in this fortress. If you'd like to learn more about it, you can head over to our Storm quest guide.","It's actually located in the feasting hall on the second floor (i.e.
Funnily enough, you do get to enter the feasting hall during the For Victory quest, but this also causes Demons of Trosky to end prematurely.
Still, if you're able to open the door to the feasting hall in your playthrough, then you should be fine.
That does it for our guide on how to (sort of) complete Demons of Trosky in Kingdom Come: Deliverance 2.
If you'd like to learn more about it, you can head over to our Storm quest guide.",,https://www.gamespot.com/guides
53,Kingdom Come: Deliverance 2 - Wedding Crashers Quest Guide,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

You can undertake plenty of quests in Kingdom Come: Deliverance 2. One of these happens early in the campaign, and it's the perfect way to introduce you to the game's expansive and compelling story. Here's our guide on how to complete Wedding Crashers in Kingdom Come: Deliverance 2.

How to complete Wedding Crashers in Kingdom Come: Deliverance 2 - Quest guide

The Kingdom Come: Deliverance 2 Wedding Crashers quest has everything you could ask for. It's the first ""proper"" main quest in the campaign, and it has several optional tasks that you can tackle. It's also the culmination of a few narrative arcs, assuming you've met some of the supporting characters beforehand. Of course, it's also worth discussing how you tackle each objective, especially if you don't want to ""accidentally"" finish each segment without realizing it.","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.
You can undertake plenty of quests in Kingdom Come: Deliverance 2.
Here's our guide on how to complete Wedding Crashers in Kingdom Come: Deliverance 2.
How to complete Wedding Crashers in Kingdom Come: Deliverance 2 - Quest guideThe Kingdom Come: Deliverance 2 Wedding Crashers quest has everything you could ask for.
It's the first ""proper"" main quest in the campaign, and it has several optional tasks that you can tackle.",,https://www.gamespot.com/guides
54,Kingdom Come: Deliverance 2 - Bad Blood Quest Guide,['Jason Rodriguez'],"Go back to Troskowitz and chat with the townsfolk that are marked on your map. Eventually, you'll learn that Pavlena is seeing a fellah named Roman. If you go to the abandoned home right next to the tailor's shop, you'll hear someone named Dushko calling out for Roman.

Dushko doesn't know where Roman is, but you might find some clues inside his home. Climb the ladder at the side of the house and enter the opening on the second floor. Then, check the dining table for some clues.

Note: Since Roman's home is abandoned, you can sleep in the bed without being caught trespassing. This is useful in case you need to heal your character, since the tavern keeper might still be ticked off due to your earlier antics and she refuses to have you rest in her establishment. However, because this isn't a bed that you own, you won't be able to save your game.","Go back to Troskowitz and chat with the townsfolk that are marked on your map.
Eventually, you'll learn that Pavlena is seeing a fellah named Roman.
If you go to the abandoned home right next to the tailor's shop, you'll hear someone named Dushko calling out for Roman.
Note: Since Roman's home is abandoned, you can sleep in the bed without being caught trespassing.
However, because this isn't a bed that you own, you won't be able to save your game.",,https://www.gamespot.com/guides
55,Kingdom Come: Deliverance 2 - Lackey Quest Guide,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Many quests in Kingdom Come: Deliverance 2 take you to all sorts of places. One, in particular, leads to a wild goose chase and a rather difficult battle early in the campaign. Here's our guide on how to find Vostatek for the Lackey quest in Kingdom Come: Deliverance 2.

Where to find Vostatek in Kingdom Come: Deliverance 2 - Lackey quest guide

The Kingdom Come: Deliverance 2 Lackey side quest is actually something that you tackle while you're looking for Henry's long-lost dog, Mutt. As Henry roams around asking townsfolk, he eventually learns that the Troskowitz gamekeeper, Vostatek, might have seen his pet. Since this article solely focuses on Vostatek's whereabouts, you can head over to our Mutt dog companion guide to know more about the preceding and succeeding steps for that key objective.

Note: Before continuing with this side quest, we suggest that you bring a bow or a crossbow, with several arrows and/or bolts. You can find these ranged weapons inside the house of the carpenter in the village of Troskowitz--it's directly across from the tavern. Simply clamber up the log pile at their yard when it's nighttime. Then, sneak and steal from the carpenter family so you can unlock their item chests.","Many quests in Kingdom Come: Deliverance 2 take you to all sorts of places.
Here's our guide on how to find Vostatek for the Lackey quest in Kingdom Come: Deliverance 2.
Where to find Vostatek in Kingdom Come: Deliverance 2 - Lackey quest guideThe Kingdom Come: Deliverance 2 Lackey side quest is actually something that you tackle while you're looking for Henry's long-lost dog, Mutt.
Since this article solely focuses on Vostatek's whereabouts, you can head over to our Mutt dog companion guide to know more about the preceding and succeeding steps for that key objective.
Note: Before continuing with this side quest, we suggest that you bring a bow or a crossbow, with several arrows and/or bolts.",,https://www.gamespot.com/guides
56,Civilization 7: How To Disperse An Independent Power,['Joey Carr'],"Now that you have a better idea of what Independent Powers are and how to find them, it's time to go over how to disperse them. To disperse an Independent Power, all you have to do is find one and challenge their capital tile with military forces. Directly attack the capital until its district defenses have completely fallen and every one of its troops inside the capital is gone or dead.

Once that happens, move any one of your military units onto the capital tile of the Independent. If your unit has a move left in the current turn, select them and then expand the left side of their combat menu at the bottom of the screen (press the arrow). Here, right under the option to ""rest,"" you should see an icon with a skull on it. Hover over that icon to see that it says ""Disperse Independent.""

Naturally, you want to click the icon, which completely dismantles the Independent Power and removes the settlement from the map entirely. If you dispersed an Encampment, its settlement will return in a new spot on the map in roughly two dozen turns. However, if you disperse a village, then it will be completely removed without a trace for the rest of the game.

With Machiavelli as my leader, the first time I dispersed an Independent Power completed ""The Prince"" objective. However, you might have to disperse a certain number of Independents to satisfy your specific objective, so make sure to read your journal carefully. You can access the journal by clicking the trophy icon at the top-left of the screen in Civilization VII.

There's so much else to learn and discover when you're exploring the massive world of Civ 7. Be sure to use our Civilization 7 guides hub to find all of our guides on the game in one spot.","To disperse an Independent Power, all you have to do is find one and challenge their capital tile with military forces.
Once that happens, move any one of your military units onto the capital tile of the Independent.
Hover over that icon to see that it says ""Disperse Independent.""
Naturally, you want to click the icon, which completely dismantles the Independent Power and removes the settlement from the map entirely.
With Machiavelli as my leader, the first time I dispersed an Independent Power completed ""The Prince"" objective.",,https://www.gamespot.com/guides
57,Kingdom Come: Deliverance 2 - How To Heal Your Character,['Jason Rodriguez'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Survival is of the essence in Kingdom Come: Deliverance 2. As Henry of Skalitz, you have to face not just heavily armored knights, but also well-armed bandits and maybe even an unruly guard or two. Naturally, you need to be prepared for the dangers ahead. Here's our guide on how to heal in Kingdom Come: Deliverance 2.

How to heal your character in Kingdom Come: Deliverance 2

There are several ways to heal in Kingdom Come: Deliverance 2. These include sleeping to get some rest and using all sorts of potions that you purchased or brewed. We discuss these methods in detail in our guide, as well as debilitating status effects such as bleeding and food poisoning and a few perks that improve your survivability.","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.
Survival is of the essence in Kingdom Come: Deliverance 2.
Here's our guide on how to heal in Kingdom Come: Deliverance 2.
How to heal your character in Kingdom Come: Deliverance 2There are several ways to heal in Kingdom Come: Deliverance 2.
These include sleeping to get some rest and using all sorts of potions that you purchased or brewed.",,https://www.gamespot.com/guides
58,26 Best Sims 4 Mods To Download In 2025,"['Phil Owen', 'Anna Koselke']","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Now that we're a decade into the lifespan of The Sims 4, the game's modding community is massive--if you play on PC, you have a mind-boggling amount of mod options available to you, with numerous different mod hubs to download things from and a bunch of modders who literally make The Sims mods for a living via Patreon. And with EA declaring that The Sims 4 is here to stay for the foreseeable future, it's safe to expect that the modding situation with The Sims 4 is only going to get more expansive and more complicated.

With that being the case, finding the best Sims 4 mods amid an ever-expanding, endless sea of custom content is oftentimes daunting, especially as the life-simulation game's bustling community continues to grow steadily with each new expansion pack release and update. These DLC drops and patches are hardly few and far between, either, as EA's unique blend of real life and all of its ups and downs with its whimsically silly cartoonish aesthetic proves to be successful time and time again with each expansion launch. With various such expansions, kits, and stuff packs constantly underway for the fourth and most widely played entry in the iconic Sims series, it's no wonder that its creative fanbase is also getting bigger and better over time.

With more fans, the community also gets more creators. With more creators, it gets more Sims 4 gameplay mods. While frequent DLC releases are exciting, not everyone can afford to purchase each expansion upon its launch date and many drops leave players wishing for more than EA has to offer. This is where all of the free Sims 4 mods come in, bringing all of the content Simmers have been requesting and then some. While most everyone knows how to download these desirable Sims 4 mods, whether that be via handy online libraries such as Mod The Sims or personal creators' Patreon collections, the often grueling task of searching through countless pages can feel downright overwhelming.

If you'd like a bit of guidance on the best Sims 4 mods, both old and new, fret not, as we've gathered 26 of the most worthy fan creations here. There's a little something for every flavor of player in our list, including those who love a cheeky cheat or two and those hoping for a more human gameplay experience. For those of you who know how to download Sims 4 mods but not which ones to look into, here's our rundown on the greatest, from those that add hundreds of fresh Create-A-Sim options to those that merge more realism with the base game we know and love. Or if The Sims 4 isn't your speed, the series' 25th anniversary has brought with it re-releases of the first two games.","With various such expansions, kits, and stuff packs constantly underway for the fourth and most widely played entry in the iconic Sims series, it's no wonder that its creative fanbase is also getting bigger and better over time.
With more creators, it gets more Sims 4 gameplay mods.
This is where all of the free Sims 4 mods come in, bringing all of the content Simmers have been requesting and then some.
If you'd like a bit of guidance on the best Sims 4 mods, both old and new, fret not, as we've gathered 26 of the most worthy fan creations here.
Or if The Sims 4 isn't your speed, the series' 25th anniversary has brought with it re-releases of the first two games.",,https://www.gamespot.com/best-lists
59,"Legacy Of Kain: Soul Reaver 1-2 Remastered, Indiana Jones, And More Land On Steam's Top Titles For December",['Blair Marnell'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Almost a month into 2025, Valve has shared Steam's top releases of December 2024. But in typical Valve fashion, the titles are presented in random order and we're not entirely sure what they mean. GameSpot has reached out to Valve for clarification about how this list was tabulated in terms of unit sales, dollar sales, or some other metric. But for now, it simply serves as a snapshot for which new titles were popular on Steam at the end of 2024.

Indiana Jones and the Great Circle is the only title to appear on this list and on the roundup of the best-selling console games in the US for December 2024. Legacy of Kain: Soul Reaver 1-2 Remastered also made the cut, as did The Thing: Remastered.

Among free-to-play games, Marvel Rivals Season 1: Eternal Night Falls and Delta Force were the only titles to make the cut. Additionally, a handful of indie games appear as well, including Murky Divers, Astrometica, Fast Food Simulator, and Ballionaire. And while this list would ordinarily have 20 titles, only 17 games were listed by Valve.

You can find the complete list of Steam's top releases of December 2024 below. As noted above, the games were presented by Valve in random order.","Almost a month into 2025, Valve has shared Steam's top releases of December 2024.
But in typical Valve fashion, the titles are presented in random order and we're not entirely sure what they mean.
Legacy of Kain: Soul Reaver 1-2 Remastered also made the cut, as did The Thing: Remastered.
You can find the complete list of Steam's top releases of December 2024 below.
As noted above, the games were presented by Valve in random order.",,https://www.gamespot.com/best-lists
60,Best Tower Defense Games To Strategize Your Way Through In 2025,['Joey Carr'],"Developer : Hidden Path Entertainment

: Hidden Path Entertainment Release Date: December 8, 2008

December 8, 2008 Platforms: Xbox 360, PC

Defense Grid: The Awakening might be one of the older entries on this list, but it's still one of the stronger games to come out of the tower defense genre in the last 20 years. There's a main storyline you can play through that will last you up to eight hours, but as with most games in the genre, there's much more replayability beyond that.

When you start Defense Grid: The Awakening, you'll begin on some fairly easy levels that challenge your basic ability to set defenses. As you progress, you'll unlock new tower upgrades and types, with each tower having three distinct capability levels. The different towers all have strengths and weaknesses and some might be strong on one map while weak on another. Speaking of maps, there are 20 unique ones in Defense Grid: The Awakening, with more available through a paid map pack. The maps can spawn a total of 15 different enemies that become stronger the more you play.

The enemy variation and the amount of them that come into play often make every round feel like it’s coming down right to the wire. While your towers might not get overwhelmed at the start of a round, stronger enemies in larger numbers show up as the round goes on and can overthrow your entire strategy.

While Defense Grid: The Awakening is an older game, it still captures the magic of what a tower defense game is supposed to be. Pair that with graphics that look straight out of Halo and you have a game well worth checking out.","When you start Defense Grid: The Awakening, you'll begin on some fairly easy levels that challenge your basic ability to set defenses.
As you progress, you'll unlock new tower upgrades and types, with each tower having three distinct capability levels.
Speaking of maps, there are 20 unique ones in Defense Grid: The Awakening, with more available through a paid map pack.
While Defense Grid: The Awakening is an older game, it still captures the magic of what a tower defense game is supposed to be.
Pair that with graphics that look straight out of Halo and you have a game well worth checking out.",,https://www.gamespot.com/best-lists
61,"Indiana Jones Enters The 20 Best-Selling Games In The US For December, But Black Ops 6 Is Still No. 1",['Blair Marnell'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

As one of the last major releases of 2024, Indiana Jones and the Great Circle missed out on some of the year-end awards. However, it was the lone new release to break into the 20 best-selling games in the United States for December, according to market research firm Circana--as provided by executive director Mat Piscatella on Bluesky.

Bethesda's Indiana Jones game came in at No. 14 for December, but there was never any suspense about which game would hit No. 1. Call of Duty: Black Ops 6 not only retained its crown, it also became the best-selling game of 2024 in the US. That extends the franchise's record for the best-selling video game franchise in the US to 16 years in a row.

As they did last month, EA sports titles' Madden NFL 25, EA Sports College Football 25, and EA Sports FC 25 took up the next three slots. Surprisingly, EA's Dragon Age: The Veilguard didn't make the top 20, which coincides with word that the game fell well below the company's sales expectations. Nintendo's Super Mario Party Jamboree came in at No. 5.

Some of the slightly older titles to reenter the list in December were God of War: Ragnarok, Mario Kart 8, and Elden Ring. Many of the other games were consistent with November's domestic sales, although the order of each title slightly differed last month. Total video game sales were down 9% in 2024. That includes a 29% drop in console sales, while content sales fell only 5% by themselves.

The complete list of titles is below, but it may not necessarily reflect the full picture of each game's domestic sales. Digital sales for a few titles were not included.","However, it was the lone new release to break into the 20 best-selling games in the United States for December, according to market research firm Circana--as provided by executive director Mat Piscatella on Bluesky.
Call of Duty: Black Ops 6 not only retained its crown, it also became the best-selling game of 2024 in the US.
That extends the franchise's record for the best-selling video game franchise in the US to 16 years in a row.
As they did last month, EA sports titles' Madden NFL 25, EA Sports College Football 25, and EA Sports FC 25 took up the next three slots.
Total video game sales were down 9% in 2024.",,https://www.gamespot.com/best-lists
62,Every Upcoming Superhero Game To Look Out For In 2025 And Beyond,['Darryn Bonthuys'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Superhero games make for some of the best interactive entertainment around, as they provide the ideal form of escapism: all of the great power, and none of the great responsibility to use it wisely. The last couple of years have seen some terrific entries in this genre, from Eidos Interactive’s Guardians of the Galaxy to Insomniac's successful reimagining of Spider-Man, and there's a lot more to look forward to in the future.

Several games based on characters from Marvel, DC, and other comic book publishers are in development at several studios--from Iron Man to Wonder Woman-- and here's a closer look at the projects headed to PC and console in the near-future. For a broader sense of what's on the way, check out our full 2025 video game release date schedule.","GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.
Superhero games make for some of the best interactive entertainment around, as they provide the ideal form of escapism: all of the great power, and none of the great responsibility to use it wisely.
The last couple of years have seen some terrific entries in this genre, from Eidos Interactive’s Guardians of the Galaxy to Insomniac's successful reimagining of Spider-Man, and there's a lot more to look forward to in the future.
Several games based on characters from Marvel, DC, and other comic book publishers are in development at several studios--from Iron Man to Wonder Woman-- and here's a closer look at the projects headed to PC and console in the near-future.
For a broader sense of what's on the way, check out our full 2025 video game release date schedule.",2024-02-07 00:00:00,https://www.gamespot.com/best-lists
63,25 Best Indie Games To Play In 2025,['Joey Carr'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Indie games are a widely celebrated part of the video game industry, and they've only been getting better and better as time goes on. What defines an indie game is somewhat up for debate, and in some cases it can be difficult to tell indies from bigger titles.

One person's definition of an indie may not match another's, but generally, an indie game is developed by one person or a small team without a larger publisher's budget behind it. Sometimes, the developer behind an indie game will grow into a larger studio and develop future games that are considered outside the realm of the indie label. Indies don't have to be a certain type of game or feature any kind of particular graphics or gameplay. The driving force behind what makes an indie game is the person or people behind the scenes developing it, as well as the funding behind them. That can make it a challenge to decide what is or isn't an indie, but we've done our best to account for these considerations.

With that out of the way, it's time to get into our list of the best indie games to play in 2025. This isn't intended to be a ""best indie games of all time"" list, but rather a showcase of great indie games from a variety of genres that you can easily play and enjoy today. The list of 25 indie games below isn't in any particular order. If you're looking for something more specific, check out our picks for the best racing games, best horror games, or best strategy games to play right now.","Indie games are a widely celebrated part of the video game industry, and they've only been getting better and better as time goes on.
With that out of the way, it's time to get into our list of the best indie games to play in 2025.
This isn't intended to be a ""best indie games of all time"" list, but rather a showcase of great indie games from a variety of genres that you can easily play and enjoy today.
The list of 25 indie games below isn't in any particular order.
If you're looking for something more specific, check out our picks for the best racing games, best horror games, or best strategy games to play right now.",,https://www.gamespot.com/best-lists
64,Every Upcoming Video Game Remake And Remaster,['Darryn Bonthuys'],"Long considered to be the definitive game in the series, Metal Gear Solid 3: Snake Eater is getting the grand remake treatment and was originally scheduled for a 2024 release. That date came and went, with Konami providing no update on the game at the time.

What we do know is that Konami plans to bring the origin story of Big Boss into the modern age with ""cutting-edge graphics and 3D audio,"" while also retaining the elements that made the game so iconic all those years ago--namely, tight stealth, jungle warfare, and that banger of a theme song in this Cold War thriller.","Long considered to be the definitive game in the series, Metal Gear Solid 3: Snake Eater is getting the grand remake treatment and was originally scheduled for a 2024 release.
That date came and went, with Konami providing no update on the game at the time.
What we do know is that Konami plans to bring the origin story of Big Boss into the modern age with ""cutting-edge graphics and 3D audio,"" while also retaining the elements that made the game so iconic all those years ago--namely, tight stealth, jungle warfare, and that banger of a theme song in this Cold War thriller.",,https://www.gamespot.com/best-lists
65,Best Strategy Games To Play Over And Over Again In 2025,['Joey Carr'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

One of the earliest video game genres was strategy games. There's a long and cherished history of strategy games in the industry dating back to the 1970s with the creation of Risk and other games like it. Now, in 2025, the strategy games genre is jam-packed with dozens of franchises and new titles that look to change up the formula in one way or the other. While there are various subgenres of strategy games, all of them require you to think critically and solve problems that arise.

Below, we run through our picks for the best strategy games you can play in the modern era. Our list is primarily composed of games that are easily playable in 2025, whether it be on a console or PC (or, in some cases, mobile devices). Of course, you'll still see some of the most celebrated games in the genre that are impossible to leave off the list. The list is in no particular order.","One of the earliest video game genres was strategy games.
There's a long and cherished history of strategy games in the industry dating back to the 1970s with the creation of Risk and other games like it.
Now, in 2025, the strategy games genre is jam-packed with dozens of franchises and new titles that look to change up the formula in one way or the other.
While there are various subgenres of strategy games, all of them require you to think critically and solve problems that arise.
Below, we run through our picks for the best strategy games you can play in the modern era.",,https://www.gamespot.com/best-lists
66,Our Favorite Games Of 2024 That Didn't Make The Top 10,['Gamespot Staff'],"GameSpot may receive revenue from affiliate and advertising partnerships for sharing this content and from purchases through links.

Compiling our top 10 games of 2024 was, as always, a challenging process. Dozens of games got votes for consideration, and then hours of discussion narrowed that list down to just 10. But that means that for all of us, we had games that we adored but couldn't include in the list.

Maybe a game just resonated with one of us specifically. Maybe others just didn't have the opportunity to play it. Whatever the case, there are games released this year that we individually feel are stellar and still worth highlighting, even if there wasn't enough staff support for them. What you'll see below are staffers' top choices from their personal top 10s that didn't rank in our list. As such, you might see some more obscure games or those that proved to be more contentious among those who played them.

Whatever the reason for their absence in the top 10, these are games at least one of us here at GameSpot loved, and we hope you will, too.","Compiling our top 10 games of 2024 was, as always, a challenging process.
Dozens of games got votes for consideration, and then hours of discussion narrowed that list down to just 10.
But that means that for all of us, we had games that we adored but couldn't include in the list.
What you'll see below are staffers' top choices from their personal top 10s that didn't rank in our list.
As such, you might see some more obscure games or those that proved to be more contentious among those who played them.",,https://www.gamespot.com/best-lists
